date,time,ng,nf,sg,sf,remarks
1,3:14,0,0,2,20,37
2,3:14,0,0,2,22,23
3,3:18,0,0,1,7,12
4,1:10,0,0,1,2,17
5,2:22,0,0,2,4,18
6,3:11,0,0,2,10,26
7,3:20,0,0,3,13,32
8,3:18,0,0,3,16,34
9,3:16,0,0,3,15,45
10,3:13,1,2,4,17,51
11,3:32,1,2,4,27,50
12,,,,,,C-R
13,3:16,2,5,5,29,69
14,3:00,1,2,6,31,66
15,2:20,1,2,5,17,59
16,2:46,1,14,6,12,57
17,,,,,,C
18,1:52,1,12,3,14,44
19,3:16,1,9,3,8,43
20,3:13,1,2,3,6,32
21,3:11,0,0,3,7,8
22,3:14,0,0,3,16,34
23,3:16,0,0,3,21,34
24,3:20,0,0,3,18,28
25,,,,,,M
26,,,,,,R
27,,,,,,R
28,3:11,0,0,1,2,8
29,3:12,1,2,1,2,14
30,3:12,0,0,1,2,8
31,,,,,,C
