date,time,ng,nf,sg,sf,remarks
1,2:08,7,23,3,36,110
2,,,,,,R
3,3:00,5,14,5,47,117
4,1:18,5,13,4,69,108
5,0:43,5,11,6,91,104
6,0:10,6,10,6,79,122
7,4:35,7,11,7,73,132
8,2:38,5,25,7,98,143
9,2:33,4,28,8,77,152
10,0:00,3,37,6,61,138
11,,,,,,C
12,1:06,3,65,7,128,188
13,1:41,4,57,7,100,165
14,3:24,2,56,8,99,150
15,3:58,2,29,7,63,140
16,3:44,3,27,6,69,138
17,3:52,5,40,6,60,139
18,1:55,5,45,4,39,120
19,,,,,,C
20,0:58,6,31,3,12,70
21,2:10,4,26,2,11,58
22,2:34,5,23,3,8,50
23,,,,,,S
24,1:47,7,19,4,7,68
25,2:26,4,30,3,12,79
26,2:04,4,29,3,30,93
27,2:53,4,28,5,24,110
28,,,,,,R
29,,,,,,M
30,1:02,3,36,9,90,148
31,0:58,4,38,8,118,167
