date,time,ng,nf,sg,sf,remarks
1,1:55,0,0,1,14,
2,1:39,0,0,1,8,
3,4:09,0,0,0,0,
4,4:50,0,0,0,0,
5,,,,,,R
6,4:29,0,0,0,0,
7,3:59,0,0,0,0,
8,3:45,0,0,1,3,
9,4:00,0,0,1,10,
10,2:30,0,0,1,9,
11,2:41,1,2,1,11,
12,2:34,1,2,1,12,
13,3:40,1,2,1,13,
14,3:44,1,2,1,13,
15,3:19,1,2,1,7,
16,4:05,1,8,2,4,
17,1:10,1,5,0,0,
18,4:24,1,15,1,4,
19,2:52,1,19,0,0,
20,2:45,1,10,0,0,
21,2:46,2,5,0,0,
22,1:53,2,7,0,0,
23,2:13,2,3,0,0,
24,2:51,0,0,0,0,
25,4:08,0,0,1,2,
26,2:15,0,0,0,0,
27,2:15,0,0,0,0,
28,4:23,0,0,0,0,
29,2:11,0,0,0,0,
30,4:32,0,0,0,0,
31,3:14,0,0,0,0,
