date,time,ng,nf,sg,sf,remarks
1,3:00,1,1,0,0,0
2,1:20,0,0,0,0,0
3,1:22,0,0,0,0,0
4,,,,,,C
5,5:31,0,0,0,0,0
6,2:10,0,0,0,0,0
7,1:53,0,0,0,0,0
8,,,,,,R
9,1:30,0,0,0,0,0
10,4:10,0,0,0,0,0
11,1:45,0,0,0,0,0
12,1:30,0,0,2,5,20
13,2:42,0,0,2,16,26
14,1:10,0,0,2,19,36
15,2:28,0,0,1,27,20
16,1:43,0,0,1,24,22
17,2:00,0,0,1,19,24
18,2:24,0,0,1,17,20
19,1:43,0,0,1,11,18
20,1:23,0,0,1,8,16
21,1:42,0,0,1,5,11
22,2:21,0,0,1,5,10
23,1:33,0,0,1,4,10
24,1:54,0,0,1,2,0
25,2:45,0,0,0,0,0
26,1:14,0,0,0,0,0
27,1:20,0,0,1,1,7
28,1:11,0,0,0,0,0
29,1:20,0,0,0,0,14
30,1:10,0,0,1,1,8
31,2:18,1,1,0,0,0
