date,time,ng,nf,sg,sf,remarks
1,3:04,5,20,4,34,
2,,,,,,M
3,0:41,5,31,4,33,
4,0:45,4,22,2,26,
5,,,,,,M
6,2:11,7,47,2,33,
7,2:32,5,39,2,24,
8,2:05,3,35,4,16,
9,2:36,4,28,3,15,
10,4:49,5,41,5,15,
11,5:00,9,48,3,11,
12,2:03,12,63,3,17,
13,1:51,6,62,2,16,
14,,,,,,M
15,3:52,7,51,3,30,
16,3:42,11,86,2,23,
17,,,,,,C
18,,,,,,C
19,,,,,,M
20,4:49,6,70,1,2,
21,4:07,7,54,4,16,
22,3:43,6,59,3,15,
23,0:46,6,52,3,18,
24,,,,,,R
25,,,,,,S
26,3:08,4,14,3,18,
27,3:41,2,13,3,23,
28,0:55,3,22,2,21,
29,3:30,3,16,2,24,
30,2:36,5,23,2,27,
