date,time,ng,nf,sg,sf,remarks
1,2:20,4,19,2,15,
2,3:19,5,27,4,29,
3,,,,,,C
4,,,,,,R-C
5,,,,,,C
6,,,,,,C
7,,,,,,R-C
8,,,,,,M
9,3:23,4,20,5,48,
10,,,,,,R-C
11,5:10,3,13,5,37,
12,1:30,3,17,4,35,
13,,,,,,C-R
14,,,,,,C-R
15,3:07,1,3,0,0,
16,3:06,1,1,0,0,
17,2:40,0,0,0,0,
18,4:30,1,5,0,0,
19,,,,,,C
20,3:12,0,0,1,7,
21,4:24,0,0,1,6,
22,2:35,1,2,1,4,
23,4:10,1,5,2,8,
24,3:20,1,6,3,11,
25,6:32,2,9,1,5,
26,3:18,1,7,1,5,
27,6:47,1,4,3,12,
28,3:32,1,5,5,33,
29,3:01,1,3,6,33,
30,2:43,1,5,7,30,
31,2:54,1,6,6,36,
