date,time,ng,nf,sg,sf,remarks
1,6:30,0,0,1,2,
2,2:40,0,0,1,1,
3,4:00,1,5,0,0,
4,6:30,1,5,0,0,
5,3:40,1,3,0,0,
6,,,,,,R
7,,,,,,C
8,2:30,1,2,0,0,
9,,,,,,C
10,,,,,,C
11,2:40,0,0,0,0,
12,,,,,,C
13,,,,,,R
14,1:00,0,0,0,0,
15,,,,,,C
16,2:35,1,1,0,0,
17,,,,,,C
18,2:10,1,,0,0,
19,2:00,1,2,1,4,
20,2:40,1,2,1,2,
21,3:20,1,2,1,2,
22,2:15,2,6,1,3,
23,2:15,2,4,1,4,
24,,,,,,C
25,,,,,,R
26,,,,,,C
27,1:40,1,18,0,0,
28,2:40,1,11,0,0,
29,2:45,1,5,0,0,
30,2:10,0,0,0,0,
31,3:10,0,0,0,0,
