date,time,ng,nf,sg,sf,remarks
1,2:22,2,8,5,8,
2,4:49,2,8,4,9,
3,2:11,4,11,3,5,
4,,,,,,C
5,7:55,2,17,4,14,
6,2:43,3,28,5,30,
7,,,,,,R
8,,,,,,C
9,1:27,4,46,4,44,
10,1:14,4,38,4,36,
11,3:30,6,42,4,29,
12,3:30,6,51,4,20,
13,,,,,,C
14,,,,,,C-R
15,2:45,6,76,3,42,
16,3:17,4,65,2,74,
17,3:30,6,52,5,82,
18,,,,,,C
19,,,,,,R
20,4:10,4,61,4,98,
21,5:20,7,73,5,104,
22,2:52,5,66,6,109,
23,3:09,4,60,4,90,
24,3:22,4,58,3,97,
25,3:43,8,39,4,43,
26,4:02,6,45,5,39,
27,1:49,7,74,4,50,
28,4:05,4,34,4,31,
29,1:58,5,47,5,25,
30,3:00,3,35,3,19,
31,,,,,,C
