date,time,ng,nf,sg,sf,remarks
1,2:22,4,80,1,15,
2,3:42,4,96,2,21,
3,,,,,,M
4,,,,,,C
5,-27,4,71,1,6,
6,3:12,5,55,2,15,
7,2:40,5,48,1,27,
8,,,,,,M
9,1:10,7,88,3,27,
10,,,,,,C
11,3:35,4,68,3,7,
12,4:40,4,64,3,7,
13,1:23,4,72,2,6,
14,1:30,6,67,4,10,
15,3:34,6,59,3,9,
16,,,,,,M
17,,,,,,M
18,,,,,,M
19,,,,,,M
20,2:25,2,4,3,8,
21,3:50,1,4,2,4,
22,2:54,1,4,0,0,
23,,,,,,M
24,,,,,,C
25,0:48,5,28,1,4,
26,3:00,5,29,2,7,
27,,,,,,M
28,,,,,,M
29,,,,,,M
30,2:39,5,41,4,73,
31,3:46,4,36,5,64,
