date,time,ng,nf,sg,sf,remarks
1,2:05,1,17,0,0,
2,2:00,1,9,0,0,
3,,,,,,M
4,2:40,0,0,0,0,
5,1:50,0,0,0,0,
6,,,,,,R
7,1:30,0,0,0,0,
8,1:45,0,0,0,0,
9,2:10,0,0,0,0,
10,,,,,,C
11,,,,,,C
12,1:50,0,0,0,0,
13,2:20,0,0,0,0,
14,1:35,1,2,0,0,
15,,,,,,R
16,1:30,0,0,0,0,
17,,,,,,M
18,6:30,0,0,0,0,
19,1:00,2,8,0,0,
20,,,,,,R
21,7:30,2,27,0,0,
22,4:05,2,30,0,0,
23,,,,,,R
24,2:30,1,14,0,0,
25,2:20,1,7,0,0,
26,1:50,1,5,0,0,
27,,,,,,R-C
28,5:55,0,0,0,0,
29,3:20,0,0,0,0,
30,3:50,0,0,0,0,
