date,time,ng,nf,sg,sf,remarks
1,4:13,5,33,1,2,
2,4:03,4,25,2,7,
3,1:05,4,20,1,11,
4,3:42,4,18,1,19,
5,2:53,3,14,3,30,
6,3:07,3,5,3,31,
7,3:50,1,1,3,24,
8,3:42,0,0,4,42,
9,3:50,1,2,6,45,
10,3:13,1,2,4,34,
11,,,,,,C
12,3:44,5,38,4,19,
13,,,,,,C
14,3:45,9,48,4,30,
15,,,,,,C
16,,,,,,C
17,,,,,,C
18,3:49,8,53,2,8,
19,3:05,7,22,3,19,
20,3:50,6,23,2,33,
21,3:53,7,35,4,55,
22,3:35,6,58,4,66,肉眼黒点＝2
23,3:10,6,64,5,70,肉眼黒点＝3
24,3:05,8,66,4,68,
25,,,,,,C
26,3:30,8,48,4,58,
27,,,,,,C
28,,,,,,M
29,,,,,,M
30,3:15,4,19,2,5,
31,2:35,1,9,1,3,
