date,time,ng,nf,sg,sf,remarks
1,3:16,6,21,2,38,89
2,3:30,5,23,4,53,129
3,,,,,,C
4,3:22,4,42,5,63,肉眼黒点=3
5,,,,,,R
6,,,,,,R
7,,,,,,C
8,3:20,2,10,3,53,72
9,2:40,2,9,4,58,75
10,,,,,,C
11,3:16,1,2,2,34,
12,3:14,1,2,2,10,
13,,,,,,R
14,3:14,0,0,0,0,
15,3:20,1,2,0,0,
16,3:20,2,5,0,0,
17,3:10,1,6,1,1,
18,,,,,,C-R
19,3:26,1,3,0,0,
20,,,,,,R
21,,,,,,R
22,,,,,,C
23,3:52,5,34,0,0,
24,3:13,5,33,0,0,
25,3:20,6,36,0,0,
26,,,,,,C
27,3:20,5,30,2,7,
28,3:20,4,30,2,14,
29,3:20,6,23,2,17,
30,,,,,,R
