date,time,ng,nf,sg,sf,remarks
1,,,,,,M
2,11:45,4,16,3,26,
3,12:05,5,23,3,17,
4,8:00,5,22,3,7,
5,11:00,5,29,4,13,
6,15:50,5,40,5,11,
7,,,,,,R
8,13:20,4,44,6,11,
9,7:20,6,56,6,14,
10,,,,,,M
11,8:15,6,39,7,18,
12,,,,,,M
13,,,,,,R
14,,,,,,R
15,,,,,,C
16,,,,,,C
17,13:10,2,27,5,13,
18,,,,,,C
19,12:45,4,30,4,22,
20,8:05,3,28,6,42,
21,11:25,3,28,5,42,
22,,,,,,C
23,13:30,2,11,3,32,
24,,,,,,R
25,,,,,,C
26,12:45,1,1,5,44,
27,,,,,,R
28,,,,,,M
29,8:40,3,15,4,47,萬夫氏
30,,,,,,R
31,9:45,3,21,3,24,
