date,time,ng,nf,sg,sf,remarks
1,3:50,1,2,4,27,
2,2:31,1,2,3,46,
3,3:40,1,2,4,44,
4,2:17,1,2,5,49,
5,,,,,,C-R
6,3:30,3,16,5,18,
7,3:09,6,25,3,7,
8,2:20,5,22,3,6,
9,3:09,5,23,4,8,
10,2:37,6,23,3,6,
11,2:55,5,23,4,17,
12,,,,,,C-R
13,2:16,3,18,3,21,
14,2:30,4,24,3,17,
15,,,,,,C-R
16,3:54,4,25,3,11,
17,3:25,4,21,5,24,
18,5:09,1,6,4,12,
19,3:30,1,2,4,13,
20,3:10,1,2,5,15,
21,,,,,,R-C
22,2:30,0,0,4,14,
23,3:37,0,0,4,21,
24,2:26,0,0,5,38,
25,2:50,0,0,5,40,
26,,,,,,C
27,2:23,0,0,4,20,
28,3:42,0,0,4,15,
29,2:33,0,0,3,11,
30,6:11,0,0,3,13,
31,2:40,0,0,3,8,
