date,time,ng,nf,sg,sf,remarks
1,14:20,3,26,1,6,
2,10:15,4,40,1,9,
3,12:35,5,38,2,21,
4,,,,,,M
5,12:30,6,27,2,17,
6,13:50,6,24,3,13,
7,13:15,4,12,3,21,
8,13:30,4,12,5,27,
9,12:00,3,7,6,15,
10,,,,,,M
11,12:00,4,21,4,16,
12,,,,,,M
13,10:05,4,11,3,20,
14,12:00,5,36,3,7,
15,12:00,5,27,4,19,
16,12:15,4,21,4,22,
17,11:55,3,22,2,16,
18,,,,,,M
19,10:55,1,18,5,14,
20,15:55,1,18,4,23,
21,11:45,1,14,2,21,A
22,,,,,,C
23,11:50,2,22,1,10,A
24,,,,,,C
25,,,,,,C
26,12:55,2,15,1,2,
27,,,,,,C
28,,,,,,C
29,,,,,,C
30,15:00,3,46,3,9,
31,13:30,5,65,3,10,A
