date,time,ng,nf,sg,sf,remarks
1,,,,,,R
2,1:10,2,5,4,36,
3,,,,,,R
4,4:05,2,14,2,37,
5,3:34,3,41,2,27,
6,2:40,3,59,3,26,
7,0:33,2,73,5,31,
8,4:17,3,92,7,42,
9,3:16,3,94,6,35,
10,3:42,5,100,5,20,
11,3:21,4,91,8,34,
12,,,,,,C
13,4:03,2,73,4,26,
14,4:21,3,32,4,31,
15,,,,,,C
16,,,,,,R
17,,,,,,C
18,4:09,4,25,4,45,
19,,,,,,M
20,2:56,3,18,2,36,
21,2:49,2,15,3,31,
22,5:24,2,20,3,32,
23,3:14,3,34,2,26,
24,m1:59,3,37,2,25,
25,3:50,5,62,2,23,
26,0:52,5,60,2,15,
27,2:40,5,74,1,16,
28,1:20,7,80,2,20,
29,,,,,,C
30,,,,,,C
31,2:14,7,47,4,26,
