date,time,ng,nf,sg,sf,remarks
1,2:37,0,0,0,0,0
2,0:03,0,0,0,0,0
3,0:42,0,0,0,0,0
4,1:14,0,0,0,0,0
5,,,,,,M
6,0:44,0,0,0,0,0
7,3:33,0,0,0,0,0
8,,,,,,C
9,,,,,,R
10,6:28,0,0,1,3,7
11,,,,,,R
12,,,,,,C
13,,,,,,C
14,3:24,1,1,0,0,15
15,1:32,1,5,1,1,18
16,0:24,1,13,0,0,12
17,2:50,1,24,0,0,18
18,,,,,,C
19,,,,,,C
20,5:30,1,27,0,0,17
21,5:56,2,26,0,0,30
22,3:10,2,15,1,2,31
23,2:01,2,10,1,3,23
24,6:50,2,3,1,5,26
25,,,,,,R
26,,,,,,R-C
27,1:30,0,0,1,5,9
28,1:06,0,0,1,4,16
29,2:50,0,0,1,5,11
30,,,,,,C
