date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,,,,,,M
3,2:40,2,19,1,25,
4,4:10,3,11,2,36,
5,3:20,0,0,2,22,
6,,,,,,C-R
7,,,,,,C
8,,,,,,C-R
9,6:50,0,0,0,0,
10,2:35,1,2,0,0,
11,,,,,,R
12,3:10,1,2,0,0,
13,2:50,1,2,0,0,
14,3:30,1,2,0,0,
15,,,,,,C
16,2:10,0,0,0,0,
17,1:10,0,0,0,0,
18,1:00,0,0,0,0,
19,2:50,1,5,0,0,
20,2:20,1,9,0,0,
21,,,,,,C
22,3:10,1,6,1,3,
23,2:00,1,3,1,3,
24,2:40,2,11,1,4,
25,0:40,2,7,1,3,
26,,,,,,C
27,4:30,1,4,1,2,
28,3:05,1,3,1,2,
29,1:40,1,2,1,2,
30,2:05,1,2,1,2,
