date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,4:25,1,10,2,12,
3,2:24,1,13,1,5,
4,,,,,,C
5,3:31,1,5,0,0,
6,,,,,,C
7,3:25,0,0,0,0,
8,,,,,,S
9,3:55,0,0,0,0,
10,3:50,0,0,0,0,
11,,,,,,C
12,,,,,,S
13,3:33,0,0,3,40,
14,,,,,,M
15,,,,,,S
16,4:11,1,6,3,35,
17,4:40,1,6,4,24,
18,,,,,,R
19,4:02,1,2,4,10,
20,2:18,1,1,1,3,
21,2:46,1,5,1,1,
22,3:08,1,2,2,5,
23,,,,,,C
24,,,,,,M
25,2:14,3,9,3,39,
26,4:52,3,18,3,33,
27,5:04,2,11,2,27,
28,4:30,2,16,2,22,
29,3:58,2,11,2,22,
30,2:36,1,5,1,5,
31,5:22,1,2,1,4,
