date,time,ng,nf,sg,sf,remarks
1,5:45,6,65,6,53,
2,,,,,,M
3,3:23,4,47,7,41,
4,0:04,5,40,8,37,
5,4:27,4,62,8,24,
6,,,,,,C
7,,,,,,M
8,2:24,5,25,6,54,
9,2:33,3,14,6,47,
10,,,,,,R
11,2:25,2,12,9,70,
12,4:55,3,7,8,48,
13,2:48,4,18,9,50,
14,,,,,,M
15,1:06,4,50,6,15,
16,,,,,,S
17,2:39,5,58,4,17,
18,1:06,5,45,5,28,
19,,,,,,R
20,4:32,7,60,7,85,
21,2:48,6,64,7,86,
22,2:37,5,40,6,69,
23,6:53,3,23,6,76,
24,1:04,4,19,8,101,
25,1:40,5,13,7,101,
26,3:14,4,27,6,86,
27,2:25,7,44,7,80,
28,1:43,7,45,4,59,
29,,,,,,C
30,3:13,7,67,5,68,
31,,,,,,S
