date,time,ng,nf,sg,sf,remarks
1,12:05,2,11,0,0,
2,13:45,3,26,0,0,
3,,,,,,C
4,,,,,,C
5,15:00,2,23,0,0,
6,11:00,3,10,0,0,
7,,,,,,M
8,13:07,1,6,0,0,
9,,,,,,R
10,12:50,1,2,2,12,
11,,,,,,C
12,,,,,,R
13,9:05,1,3,2,13,
14,,,,,,多忙のため欠測
15,,,,,,多忙のため欠測
16,,,,,,多忙のため欠測
17,,,,,,多忙のため欠測
18,,,,,,多忙のため欠測
19,,,,,,多忙のため欠測
20,,,,,,多忙のため欠測
21,,,,,,多忙のため欠測
22,,,,,,多忙のため欠測
23,,,,,,多忙のため欠測
24,,,,,,多忙のため欠測
25,,,,,,多忙のため欠測
26,,,,,,多忙のため欠測
27,,,,,,多忙のため欠測
28,14:45,1,14,1,25,
29,,,,,,M
30,,,,,,M
31,14:45,1,10,1,14,
