date,time,ng,nf,sg,sf,remarks
1,1:21,1,2,4,77,肉眼黒点＝1
2,1:13,1,9,3,53,肉眼黒点＝1
3,,,,,,R
4,,,,,,M
5,3:11,0,0,3,7,
6,,,,,,R
7,1:40,0,0,1,2,
8,3:12,0,0,0,0,
9,,,,,,M
10,,,,,,R
11,3:12,1,11,1,2,
12,4:23,1,11,2,4,
13,1:44,1,6,2,6,
14,1:24,0,0,2,6,
15,,,,,,R
16,3:24,0,0,2,13,
17,2:50,1,4,2,11,
18,3:00,1,1,3,14,
19,3:30,0,0,3,14,
20,3:48,0,0,5,33,
21,3:58,0,0,6,37,
22,3:50,0,0,6,38,
23,,,,,,M
24,3:20,0,0,8,49,
25,,,,,,M
26,3:00,0,0,5,29,
27,,,,,,C-R
28,3:10,1,1,5,16,
29,3:07,0,0,4,19,
30,,,,,,M
