date,no,lat,lon,num
2022/2/7,1,N16~17,W17~26,4
,2,S13,W22,1
,3,N23~25,E26~40,2
2022/2/2,1,N13,W33~41,2
,2,N15~18,E35~37,3
,3,S16~18,E40~47,3
2022/1/31,1,N16~19,W8~19,2
,2,S13~15,E55~58,1
2022/10/14,1,N17~20,W47~53,3
,2,N33~35,E44~51,2
2022/2/3,1,N18~23,W40~55,4
,2,N14~17,E27~34,3
,3,S16~20,E32~38,2
2022/1/28,1,S23,W24,1
,2,N11~14,E24~33,4
,3,N6~8,E51~53,2
2022/2/4,1,N8~S5,W38~47,2
2022/10/17,1,N4~5,W23~25,2
,2,N10~13,E3~W1,6
,3,S10~13,E65~68,2
