date,no,lat,lon,num
2017/7/7,1,-6,56,1
2017/11/2,0,,,
2017/7/14,1,S7,W39,4
2017/7/12,1,S4~6,W3~11,3
2017/7/10,1,N13~18,W10~18,5
2017/5/2,1,N14,E13~15,2
2017/5/3,1,N10~11,E2~5,2
2017/5/4,1,N11~13,E16~20,2
2017/5/5,1,N12~13,E24~30,2
2017/5/7,1,N11,W58,1
,2,S28,E10,1
2017/4/28,1,N11~12,W49~53,2
,2,S9,W7,1
2017/5/1,1,S8,W48,1
