date,no,lat,lon,num
2021/4/20,1,S19~26,E8~23,4
,2,S19,E59,1
,3,N23~25,W53~60,5
2021/4/21,1,S5,E50,1
,2,S21~24,E0~6,4
,3,N23~25,W60~72,3
2021/4/21,1,S20~26,E8~W2,5
,2,S18~21,E57~60,3
2021/4/26,1,S17~24,E18~31,7
2021/7/19,1,N22~25,W27~33,4
,2,S16,W25,1
2021/10/26,1,S28,W55~60,1
,2,S31~33,E0~8,3
,3,N19~20,E65~70,1
2021/10/29,1,N16~19,E45~50,5
,2,S25~30,W8~14,3
,3,S28,W67,1
