date,no,lat,lon,num
2016/1/1,1,S19~20,W65~70,3
2016/5/12,1,N7.5~10.5,W25~25.5,3
,2,S4~5,W26~31.5,2
,3,S20.5~21.5,W10~13.5,2
2016/11/17,1,N7~8,W34~36,2
2016/12/30,0,,,
2016/12/31,0,,,
