date,no,lat,lon,num
2022/2/9,1,S17,W51,1
,2,17~18,-50~-60,3
,3,23,1~15,3
2022/3/4,1,S22,E70,1
,2,N12~13,E43~53,5
,3,S8~9,E13~19,3
,4,N31~34,E24~39,2
,5,N9~12,E7~9,3
,6,S22~26,W23~26,2
,7,N14~17,W38~44,4
