date,no,lat,lon,num
2020/6/4,1,N3,E72,1
2020/6/8,1,S7~9,E10~12,3
2020/6/9,1,S22,W2,1
2020/6/15,0,,,
2020/6/17,0,,,
2020/11/30,1,S12,W19,1
,2,S6~11,W6~E5,6
2020/12/16,0,,,
2020/12/17,0,,,
2020/6/16,1,S21,E2,1
