date,no,lat,lon,num
2016/7/18,1,N4~5,E1~W12,6
2016/7/19,1,N16,E23,1
,2,N6~7,W9~22,4
2016/7/24,0,,,
2016/7/28,1,N2,W45,1
2016/4/19,1,N6,E37,1
,2,N12~14,W75~80,1
2016/4/20,0,,,
2016/4/24,1,S3,E27,1
,2,N5,W30,2
2016/10/24,0,,,
