date,no,lat,lon,num
2022/10/28,1,N26~35,E20~38,4
,2,S34~37,W40~45,4
,3,S30,W50,1
2022/10/21,1,S12~15,W26~30,1
2022/4/25,1,S19,E53,1
,2,N17,W4,1
,3,N15~20,W27~40,5
2022/1/24,1,S22,E29,1
2022/1/21,1,S14,E33,1
,2,S19,E63,1
2022/7/22,1,S25,E45,1
,2,N8~11,E8~18,8
,3,N14~16,W3~8,3
,4,N0,W20,1
,5,N15~19,W24~25,5
,6,N28,W64,1
