date,no,lat,lon,num
2022/6/1,1,S28,W16,1
,2,S9~10,W14~16,2
,3,N20~22,W20~24,4
2022/5/31,1,S14~15,W8~10,2
,2,S34,W2,1
2022/6/2,1,S17~19,E2~W2,3
,2,S35,W20,1
,3,S13,W29~30,2
,4,N12~15,W38~46,6
2022/5/27,1,S55,W8,1
,2,S40,E14~16,2
,3,S10,W18,1
,4,N58,W75,1
2022/5/30,1,S8~10,E19,2
,2,S12,E37,1
2022/6/17,1,S11~13,E31~37,7
,2,S10~31,W13~18,5
,3,N6~13,W17~24,1
,4,N36~40,W31~34,1
,5,N24~34,E13~14,1
,6,N24,W6,4
