date,no,lat,lon,num
2018/1/19,1,S24,E4,1
2018/1/19,2,N17,E16,1
2018/1/28,1,13~14,16~21,2
2018/4/10,1,34,-44,1
2018/4/13,1,26,-31,1
2018/4/20,1,S3~4,W35~36,1
2018/4/20,2,N13~15,W30~32,1
2018/4/22,0,,,
2018/4/23,0,,,
2018/4/27,0,,,
2018/6/4,1,N41,W29,1
2018/7/18,0,,,
2018/7/19,1,N40,E23,1
2018/7/25,0,,,
2018/7/26,0,,,
2018/10/22,0,,,
2018/10/24,0,,,
2018/10/25,0,,,
2018/12/10,0,,,
