date,no,lat,lon,num
2022/6/7,0,,,
2022/12/9,1,N12~24,W5~16,10
,2,S20~23,W13~29,7
2022/6/3,1,N3~5,W48~56,4
,2,S16~20,W6~9,3
,3,S38~41,W18~19,2
,4,S23,W36~37,2
