date,no,lat,lon,num
2016/5/27,1,S15,E41,1
2016/5/29,1,N14,W67,1
,2,S12,E15,1
2016/6/1,0,,,
2016/6/2,0,,,
2016/6/18,1,S6,W24,1
2016/11/26,1,N15,E39~40,2
2016/11/28,1,N7,E7,1
2016/11/29,1,N7~9,E32~35,2
,2,N10,E0,1
