date,no,lat,lon,num
2016/4/30,1,N13~16,E13~17,4
,2,N5,0,1
,3,S4,W50,1
2016/4/29,1,N11~15,E23~26,3
,2,N4~5,E10~13,5
,3,S5,E37,1
2016/5/2,1,N13,E18~25,2
,2,N12~16,W11~14,2
,3,N6,W29,1
2016/5/1,1,N15,E30~39,2
,2,N13~17,E0~3,2
,3,N6,W15,1
,4,S1,W65,1
2016/7/14,1,N1,E39,1
2016/7/11,1,N8~9,E48~55,2
,2,S7,E31,1
2016/7/7,0,,,
2016/11/3,0,,,
2016/11/4,1,N9,W23~26,2
2016/11/9,0,,,
