date,no,lat,lon,num
2016/5/18,1,N23,W43,1
2016/5/18,2,S5~10,E29~33,1
2016/5/20,1,S8~10,E3~5,1
2016/5/22,1,S7~8,W22~23,1
2016/5/23,1,S6~8,W38~40,1
2016/6/3,0,,,
2016/6/21,1,S5~8,W67~69,1
2016/6/22,1,N7~8,E3~6,1
2016/6/22,2,S14,W6,1
2016/6/22,3,N4~7,W50~60,3
2016/12/8,1,S5~8,E3~5,2
2016/12/10,0,,,
