date,no,lat,lon,num
2022/1/12,1,-42,-24,1
2022/11/7,1,35,35,1
,2,24~27,44~54,5
,3,11,-57,1
2022/11/9,1,N18,E4,1
,2,N8~9,E16~23,2
2022/7/13,1,N13~17,W30~37,4
,2,N15~16,E50~54,2
,3,S18,E28,1
,4,S15~22,W11~25,6
2022/7/8,1,N18~28,W3~14,8
,2,N10~11,E22~27,3
,3,N8~12,E39~51,8
,4,S20~23,E50~57,3
2022/5/6,1,S24,W50,1
,2,S8~13,W34~40,9
,3,S33~36,E47~51,3
