no,ns,lat
46,S,21
73,N,15
74,N,25
75,N,13
76,N,15
77,N,25
47,S,24
48,S,22~25
78,N,20
49,S,38
79,N,20~25
50,S,27
51,S,5
52,S,23
80,N,26
