No,lat,lon,first,last
N8658,12~13,246~256,feb.4,feb.11
N8659,14~15,191~192,feb.9,feb.19
N8660,7~8,184~190,feb.10,feb.19
N8661,15,139,feb.14,feb.19
N8662,13~15,102~108,feb.19,feb.21
N8663,19~21,59~60,feb.21,feb.28
N8664,5~7,337~343,feb.27,mar.6
S8666,18~19,34~41,feb.3,feb.4
S8667,5~10,279~287,feb.3,feb.13
S8668,10,338,feb.6,feb.6
S8669,8,181,feb.16,feb.16
S8670,18~19,194~195,feb.19,feb.19
S8671,6~8,163~169,feb.19,feb.21
S8672,7,58,feb.19,feb.20
S8673,12~15,20~25,feb.27,feb.28
