No,lat,lon,first,last
N6538,8,345,jun.2,jun.3
N6539,34,329,jun.2,jun.2
N6540,0~3,288~293,jun.4,jun.11
N6541,26~27,104~106,jun.19,jun.20
N6542,8~9,43~44,jun.19,jul.11
N6543,12,352~358,jun.23,jun.30
S6342,9,4,jun.6,jun.6
