no,ns,lat
394,S,14
395,S,16
396,S,8~11
397,S,13
378,N,25
379,N,11
380,N,12
398,S,26~31
399,S,16
381,N,12
382,N,14
400,S,12
401,S,22
383,N,31
384,N,23
402,S,20
403,S,12
404,S,31
385,N,6
405,S,16
406,S,15
386,N,15
407,S,34
387,N,17
388,N,21~25
389,N,25
390,N,10
408,S,9
391,N,30
409,S,22
410,S,34
411,S,12
412,S,18~20
413,S,42
392,N,30
393,N,12
394,N,8
395,N,18
414,S,11
415,S,14
396,N,8
416,S,27
417,S,28
418,S,2
419,S,10
397,N,10
398,N,25
399,N,15
