No,lat,lon,first,last
N1582,42?,326?,4,5
N1583,25~26,342~344,9,9
N1584,28~30,151~154,19,20
N1585,24,346,25,26
N1586,23?,343?,31,31
S1172,6~7,36~39,2,2
S1173,7?,39?,27,27
