no,lat,lon,first,last
N3032,/,/,1,6
N3033,/,/,1,1
N3034,17,63,2,2
N3035,9,130,6,6
N3036,12~16,20~31,8,16
N3037,12,40,9,10
N3038,5~8,309~311,15,16
N3039,13~17,221~226,18,27
N3040,4~9,142~150,22,30
N3041,11~14,35~41,30,30
S2359,/,/,1,4
S2360,15~18,18~27,4,16
S2361,5~8,336~345,8,19
S2362,8~14,324~335,9,20
S2363,11~12,317~319,15,16
S2364,3~7,74~85,27,30
