No,lat,lon,first,last
N3254,/,/,1,4
N3255,/,/,1,6
N3256,18~19,144~148,6,8
N3257,33,348,14,14
N3258,18,211,19,26
N3259,12~18,140~149,23,29
N3260,32~33,229~232,27,28
S2616,23~26,61~72,3,14
S2617,6,150,4,4
S2618,20~22,0~6,8,19
S2619,9,232,19,19
S2620,20~23,199~210,19,29
