no,ns,lat
2104,N,20
2105,N,15
2106,N,1
2107,S,10
2108,N,8
2109,S,16~17
2110,N,25
2111,S,2~3
2112,S,21
2113,N,8~9
2114,S,2
2115,S,16
2116,S,3
2117,N,19~21
2118,S,7
2119,S,17
2120,S,12~14
2121,N,24
2122,N,4
2123,N,18
2124,N,27~28
2125,N,19
2126,N,8
2127,N,12~13
2128,S,13
2129,N,11
2130,S,9
2131,N,6~9
2132,N,8
2133,N,5~8
2134,N,17~22
2135,N,6~7
2136,S,12~17
2137,N,8~10
2138,N,18
2139,N,18~20
2140,N,24
2141,S,24
