no,lat,lon,first,last
N3068,4~7,213~223,4,11
N3069,12,245,9,9
N3070,8~13,343~350,18,28
N3071,0~3,266~274,27,31
N3072,13~14,259~260,27,31
N3073,11~13,244~251,28,31
N3074,2~5,248~254,31,31
N3075,13,229~233,31,31
N3076,10~13,161~169,31,31
S2396,/,/,3,5
S2397,9~12,193~198,3,11
S2398,9~11,147~151,7,11
S2399,1,4,21,21
S2400,14~19,191~198,29,31
S2401,12~15,241~249,30,31
