no,ns,lat
114,S,15~17
148,N,14~18
149,N,25
150,N,16~17
151,N,25
115,S,11
116,S,26~28
152,N,16~18
117,S,20
118,S,22~24
119,S,26
120,S,30
153,N,16
121,S,29
154,N,27
122,S,16~17
