No,lat,lon,first,last
N5104,26~28,245~251,sep.8,sep.10
N5105,18,220,sep.15,sep.15
N5106,12~13,132~133,sep.18,sep.29
N5107,28~30,325~336,sep.29,oct.10
S4619,9,75,sep.1,sep.1
S4620,24,4,sep.1,sep.9
S4621,17~24,335~345,sep.1,sep.10
S4622,26~27,275~279,sep.7,sep.14
S4623,30~33,227~232,sep.10,sep.21
S4624,29~30,190~196,sep.19,sep.24
S4625,23~24,343~347,sep.29,oct.2
