no,lat,lon,first,last
N3172,/,/,1,5
N3173,5~8,296~306,5,16
N3174,6~8,69~71,22,31
N3175,8~10,81~90,25,31
N3176,10,56,29,29
N3177,3~7,309~316,30,31
S2542,10~13,212~217,15,20
S2543,3~8,164~171,15,26
S2544,9,164,15,22
S2545,2,202,19,20
