no,lat,lon,first,last
N3249,28~30,126~131,3,13
N3250,33,117,9,9
N3251,19~20,125~128,10,13
N3252,28~30,20~23,14,14
N3253,17,178,27,27
N3254,17~21,203~213,29,31
N3255,17~20,119~125,31,31
S2610,/,/,1,3
S2611,25~26,62~67,8,14
S2612,18~25,9~21,10,18
S2613,26~27,328~333,20,23
S2614,22~23,197~203,27,28
S2615,9,225,29,29
