no,ns,lat
1770,S,2
1771,N,14
1772,S,10
1773,N,5
1774,S,8
1775,N,12~15
1776,S,18
1777,S,20
1778,N,22
1779,N,12~15
1780,N,14
1781,N,20~24
1782,N,6~8
1783,N,10~2
1784,S,15~17
1785,S,24
1786,N,27
1787,N,19~20
1788,S,5~6
1789,S,12
1790,N,14
1791,N,18~19
1792,N,7
1793,N,18
1794,N,0~1
1795,N,16~20
1796,N,16~19
1797,N,9
1798,N,6
1799,S,11
1800,N,18
1801,N,8~10
1802,N,12
1803,N,26~29
1804,N,21
1805,N,22
1806,N,11~13
1807,N,14
1808,S,6
