no,ns,lat
2060,N,4
2061,N,8
2062,N,35
2063,N,15
2064,S,17
2065,N,16
2066,N,19
2067,N,7
2068,S,8
2069,N,19
2080,N,7
2081,S,0~4
2082,N,10
2083,N,9~11
2084,S,16~19
2085,N,16
2086,N,22
2087,N,20
2088,N,21
2089,N,8~11
2090,N,15
2091,N,10
2092,N,22~25
2093,N,11
2094,N,14
2095,S,6
2096,N,3
2097,N,17
2098,N,7
2099,N,20
2100,N,20
2101,S,6~8
2102,N,8
