No,lat,lon,first,last
N1627,19,17,3,3
N1628,37,276,4,4
N1629,27,205,8,8
N1630,35~37,186~191,8,9
N1631,9,96,18,18
N1632,3,106,19,19
N1633,23,14,24,24
N1634,24~25,298~302,27,31
S1185,28~29,209~214,6,13
