No,lat,lon,first,last
N3237,/,/,1,7
N3238,14~15,195~197,12,13
N3239,0~3,137~143,12,18
N3240,19~22,139~145,13,19
N3241,10,143,16,17
S2602,40~43,156~170,6,19
S2603,19~23,53~56,14,26
