no,lat,lon,first,last
N5070,21~23,220~222,nov.16,nov.21
N5071,24,236,nov.22,nov.22
N5072,3,117,nov.27,nov.27
N5073,1,113,nov.27,nov.27
S4570,5,94,nov.1,nov.2
S4571,2,95,nov.4,nov.4
