no,ns,lat
2344,N,14
2345,S,13
2346,N,18~19
2347,S,4
2348,S,6~11
2349,S,15
2350,N,4~6
2351,S,15
2352,N,16
2353,N,5
2354,N,13
2355,N,13
2356,N,15~18
2357,S,6
2358,S,1
2359,N,27
2360,S,3
2361,S,15~21
2362,N,21
2363,N,23
2364,N,27
2365,N,18
2366,N,24~26
2367,N,8~10
2368,S,15~17
2369,S,10
2370,N,28
2371,S,0~2
2372,S,10
2373,S,12
2374,S,13
2375,S,18
2376,N,19
