No,lat,lon,first,last
N1694,32~36,259~253,3,6
N1695,33,243,3,3
N1696,14~15,242~238,3,6
N1697,22,182~179,3,13
N1698,23,286~280,5,6
N1699,31~32,245~241,6,7
N1700,21~24,119~111,7,17
N1701,26,156~152,15,15
N1702,27,114,15,15
N1703,17~20,60~53,17,23
N1704,22~25,344~338,17,26
N1705,14,66,18,18
N1706,28,336~332,21,26
N1707,27~28,1~352,24,26
N1708,14~17,248~245,26,30
N1709,33,236?,26,26
S1196,24,47,16,16
S1197,20~23,325~320,23,30
S1198,24,277,26,26
