no,lat,lon,first,last
N3131,/,/,1,7
N3132,4,306,4,7
N3133,8~10,285~295,5,11
N3134,4~10,270~295,7,17
N3135,1~3,274~279,11,11
N3136,5~6,212~218,20,21
S2514,/,/,1,5
S2515,/,/,1,7
S2516,19~22,312~322,4,14
S2517,22,273,7,7
S2518,11,193,23,23
S2519,5,108~109,24,24
S2520,7~8,26~27,25,31
S2521,14~16,36~40,26,29
