no,lat,lon,first,last
N3174,/,/,1,1
N3175,/,/,1,1
N3177,/,/,1,11
N3178,7~11,301~309,8,11
N3179,6~12,247~263,8,15
N3180,26~27,165~169,20,21
N3181,8,93,20,21
N3182,9,79~82,21,24
N3183,0~1,323~326,30,31
S2546,7,173,10,11
S2547,11~12,102~108,18,19
S2548,11~14,49~56,26,30
