no,ns,lat
2306,N,25
2307,N,30
2308,N,20
2309,N,9
2310,N,9
2311,N,18
2312,S,10
2313,N,22
2314,S,24
2315,N,20~25
2316,S,17
2317,N,3
2318,S,9~11
2319,N,14
2320,S,2~6
2321,S,3~5
2322,N,15~22
2323,N,10~17
2324,S,7~9
2325,N,9~11
2326,N,26
2327,S,8~10
2328,S,16~18
2329,N,7
2330,N,12
2331,N,14
2332,N,7
2333,N,26
2334,N,12
2335,S,2~5
2336,N,24~26
2337,N,26
2338,S,15
2339,N,22
2340,S,22
2341,S,10
2342,N,18
2343,S,9
