No,lat,lon,first,last
N1649,/,/,1,9
N1650,32,99,3,3
N1651,18~20,339~346,9,18
N1652,14,276,22,22
N1653,7~9,197~207,25,31
N1654,9,128,30,31
N1655,20,112~111,31,31
S1190,27~30,123~114,30,31
