no,ns,lat
440,S,25
441,S,10
423,N,7~12
442,S,24
424,N,29~30
443,S,15
44,S,16
425,N,24
445,S,41
446,S,22
426,N,9
427,N,23
447,S,45
428,N,11~14
448,S,25
429,N,39~40
449,S,23
430,N,21~24
431,N,8
450,S,24
451,S,18
452,S,8
453,S,20~23
454,S,18
432,N,10
455,S,10
433,N,12
434,N,20
435,N,43
456,S,27
436,N,20
437,N,10
438,N,15
457,S,14
