no,ns,lat
81,N,26
82,N,17~19
83,N,17~20
84,N,17
85,N,38
53,S,18
54,S,24~26
55,S,31~33
56,S,22
86,N,15~18
87,N,21
88,N,25
57,S,22~26
58,S,24~26
89,N,27
90,N,7
91,N,11~15
92,N,27~28
93,N,19
94,N,12
95,N,16
