no,ns,lat
2221,N,9~11
2222,S,8~10
2223,N,25~27
2224,S,17
2225,S,13
2226,S,5
2227,S,8
2228,N,9~10
2229,N,12
2230,N,5
2231,N,14
2232,S,11~15
2233,N,15
2234,S,12~17
2235,S,17
2236,N,20
2237,S,2
2238,N,10~15
2239,N,8
2240,N,2
2241,S,8
